year,source,target,value
2011,oil_petroleum_imports,Estonia,1164.29
2012,oil_petroleum_imports,Estonia,2276.99
2013,oil_petroleum_imports,Estonia,1679.51
2014,oil_petroleum_imports,Estonia,1903.8
2015,oil_petroleum_imports,Estonia,1682.0
2016,oil_petroleum_imports,Estonia,1812.0
2017,oil_petroleum_imports,Estonia,1889.21
2018,oil_petroleum_imports,Estonia,2058.6
2019,oil_petroleum_imports,Estonia,1862.037
2020,oil_petroleum_imports,Estonia,2232.078
total,oil_petroleum_imports,Estonia,18560.515
2011,oil_petroleum_imports,Ireland,8597.144
2012,oil_petroleum_imports,Ireland,8178.069
2013,oil_petroleum_imports,Ireland,8018.596
2014,oil_petroleum_imports,Ireland,7746.665
2015,oil_petroleum_imports,Ireland,9064.272
2016,oil_petroleum_imports,Ireland,8919.734
2017,oil_petroleum_imports,Ireland,8845.21
2018,oil_petroleum_imports,Ireland,8958.503
2019,oil_petroleum_imports,Ireland,8860.017
2020,oil_petroleum_imports,Ireland,7965.548
total,oil_petroleum_imports,Ireland,85153.758
2011,oil_petroleum_imports,Greece,24882.0
2012,oil_petroleum_imports,Greece,28205.0
2013,oil_petroleum_imports,Greece,27074.0
2014,oil_petroleum_imports,Greece,29491.0
2015,oil_petroleum_imports,Greece,31420.0
2016,oil_petroleum_imports,Greece,32779.0
2017,oil_petroleum_imports,Greece,33511.532
2018,oil_petroleum_imports,Greece,34159.938
2019,oil_petroleum_imports,Greece,32620.164
2020,oil_petroleum_imports,Greece,31297.996
total,oil_petroleum_imports,Greece,305440.63
2011,oil_petroleum_imports,Spain,79352.0
2012,oil_petroleum_imports,Spain,78853.0
2013,oil_petroleum_imports,Spain,77896.0
2014,oil_petroleum_imports,Spain,79493.0
2015,oil_petroleum_imports,Spain,83682.0
2016,oil_petroleum_imports,Spain,85471.0
2017,oil_petroleum_imports,Spain,89162.0
2018,oil_petroleum_imports,Spain,88457.0
2019,oil_petroleum_imports,Spain,87509.0
2020,oil_petroleum_imports,Spain,73748.0
total,oil_petroleum_imports,Spain,823623.0
2011,oil_petroleum_imports,France,106437.0
2012,oil_petroleum_imports,France,102008.0
2013,oil_petroleum_imports,France,99990.0
2014,oil_petroleum_imports,France,98617.0
2015,oil_petroleum_imports,France,101342.0
2016,oil_petroleum_imports,France,97495.0
2017,oil_petroleum_imports,France,99037.0
2018,oil_petroleum_imports,France,95544.795
2019,oil_petroleum_imports,France,93585.013
2020,oil_petroleum_imports,France,76639.108
total,oil_petroleum_imports,France,970694.916
2011,oil_petroleum_imports,Croatia,4550.0
2012,oil_petroleum_imports,Croatia,4033.0
2013,oil_petroleum_imports,Croatia,4051.0
2014,oil_petroleum_imports,Croatia,3932.0
2015,oil_petroleum_imports,Croatia,4521.0
2016,oil_petroleum_imports,Croatia,4674.0
2017,oil_petroleum_imports,Croatia,5195.566
2018,oil_petroleum_imports,Croatia,5208.761
2019,oil_petroleum_imports,Croatia,4854.62
2020,oil_petroleum_imports,Croatia,4441.46
total,oil_petroleum_imports,Croatia,45461.407
2011,oil_petroleum_imports,Italy,90225.0
2012,oil_petroleum_imports,Italy,85711.0
2013,oil_petroleum_imports,Italy,77952.0
2014,oil_petroleum_imports,Italy,71291.0
2015,oil_petroleum_imports,Italy,80536.0
2016,oil_petroleum_imports,Italy,81483.0
2017,oil_petroleum_imports,Italy,84683.976
2018,oil_petroleum_imports,Italy,81297.22
2019,oil_petroleum_imports,Italy,80405.272
2020,oil_petroleum_imports,Italy,65419.015
total,oil_petroleum_imports,Italy,799003.483
2011,oil_petroleum_imports,Cyprus,2663.0
2012,oil_petroleum_imports,Cyprus,2630.0
2013,oil_petroleum_imports,Cyprus,2335.0
2014,oil_petroleum_imports,Cyprus,2299.0
2015,oil_petroleum_imports,Cyprus,2468.0
2016,oil_petroleum_imports,Cyprus,2625.0
2017,oil_petroleum_imports,Cyprus,2650.977
2018,oil_petroleum_imports,Cyprus,2600.472
2019,oil_petroleum_imports,Cyprus,2600.191
2020,oil_petroleum_imports,Cyprus,2264.783
total,oil_petroleum_imports,Cyprus,25136.423
2011,oil_petroleum_imports,Latvia,2071.0
2012,oil_petroleum_imports,Latvia,2138.0
2013,oil_petroleum_imports,Latvia,2300.0
2014,oil_petroleum_imports,Latvia,2328.0
2015,oil_petroleum_imports,Latvia,2706.0
2016,oil_petroleum_imports,Latvia,2740.0
2017,oil_petroleum_imports,Latvia,2541.332
2018,oil_petroleum_imports,Latvia,2433.091
2019,oil_petroleum_imports,Latvia,2285.69
2020,oil_petroleum_imports,Latvia,1978.415
total,oil_petroleum_imports,Latvia,23521.528
2011,oil_petroleum_imports,Lithuania,10188.0
2012,oil_petroleum_imports,Lithuania,10105.0
2013,oil_petroleum_imports,Lithuania,10674.0
2014,oil_petroleum_imports,Lithuania,9277.0
2015,oil_petroleum_imports,Lithuania,11080.0
2016,oil_petroleum_imports,Lithuania,11484.0
2017,oil_petroleum_imports,Lithuania,11210.0
2018,oil_petroleum_imports,Lithuania,10800.1
2019,oil_petroleum_imports,Lithuania,10777.3
2020,oil_petroleum_imports,Lithuania,8945.1
total,oil_petroleum_imports,Lithuania,104540.5
2011,oil_petroleum_imports,Luxembourg,2934.841
2012,oil_petroleum_imports,Luxembourg,2858.574
2013,oil_petroleum_imports,Luxembourg,2815.099
2014,oil_petroleum_imports,Luxembourg,2729.698
2015,oil_petroleum_imports,Luxembourg,2673.136
2016,oil_petroleum_imports,Luxembourg,2701.236
2017,oil_petroleum_imports,Luxembourg,2852.33
2018,oil_petroleum_imports,Luxembourg,3000.591
2019,oil_petroleum_imports,Luxembourg,3066.624
2020,oil_petroleum_imports,Luxembourg,2518.374
total,oil_petroleum_imports,Luxembourg,28150.503
2011,oil_petroleum_imports,Hungary,8220.0
2012,oil_petroleum_imports,Hungary,7742.0
2013,oil_petroleum_imports,Hungary,7852.0
2014,oil_petroleum_imports,Hungary,8938.0
2015,oil_petroleum_imports,Hungary,9369.0
2016,oil_petroleum_imports,Hungary,9208.0
2017,oil_petroleum_imports,Hungary,9777.0
2018,oil_petroleum_imports,Hungary,10810.0
2019,oil_petroleum_imports,Hungary,10464.0
2020,oil_petroleum_imports,Hungary,9615.0
total,oil_petroleum_imports,Hungary,91995.0
2011,oil_petroleum_imports,Malta,2360.0
2012,oil_petroleum_imports,Malta,2248.0
2013,oil_petroleum_imports,Malta,2341.0
2014,oil_petroleum_imports,Malta,2302.0
2015,oil_petroleum_imports,Malta,2719.0
2016,oil_petroleum_imports,Malta,2690.0
2017,oil_petroleum_imports,Malta,2928.125
2018,oil_petroleum_imports,Malta,3013.974
2019,oil_petroleum_imports,Malta,3134.905
2020,oil_petroleum_imports,Malta,2775.947
total,oil_petroleum_imports,Malta,26512.951
2011,oil_petroleum_imports,Netherlands,141989.394
2012,oil_petroleum_imports,Netherlands,146559.969
2013,oil_petroleum_imports,Netherlands,143039.909
2014,oil_petroleum_imports,Netherlands,140001.191
2015,oil_petroleum_imports,Netherlands,154194.595
2016,oil_petroleum_imports,Netherlands,154244.938
2017,oil_petroleum_imports,Netherlands,150901.702
2018,oil_petroleum_imports,Netherlands,149220.962
2019,oil_petroleum_imports,Netherlands,147072.798
2020,oil_petroleum_imports,Netherlands,130025.552
total,oil_petroleum_imports,Netherlands,1457251.01
2011,oil_petroleum_imports,Austria,13700.758
2012,oil_petroleum_imports,Austria,13659.872
2013,oil_petroleum_imports,Austria,13981.485
2014,oil_petroleum_imports,Austria,13672.744
2015,oil_petroleum_imports,Austria,14185.074
2016,oil_petroleum_imports,Austria,14130.469
2017,oil_petroleum_imports,Austria,14205.57
2018,oil_petroleum_imports,Austria,15006.069
2019,oil_petroleum_imports,Austria,15326.213
2020,oil_petroleum_imports,Austria,13759.079
total,oil_petroleum_imports,Austria,141627.333
2011,oil_petroleum_imports,Poland,29668.0
2012,oil_petroleum_imports,Poland,29602.0
2013,oil_petroleum_imports,Poland,27850.0
2014,oil_petroleum_imports,Poland,28698.0
2015,oil_petroleum_imports,Poland,31953.0
2016,oil_petroleum_imports,Poland,32039.0
2017,oil_petroleum_imports,Poland,34469.138
2018,oil_petroleum_imports,Poland,36185.728
2019,oil_petroleum_imports,Poland,35500.528
2020,oil_petroleum_imports,Poland,32905.738
total,oil_petroleum_imports,Poland,318871.132
2011,oil_petroleum_imports,Portugal,14762.0
2012,oil_petroleum_imports,Portugal,14298.0
2013,oil_petroleum_imports,Portugal,15851.0
2014,oil_petroleum_imports,Portugal,14966.0
2015,oil_petroleum_imports,Portugal,17730.0
2016,oil_petroleum_imports,Portugal,17390.0
2017,oil_petroleum_imports,Portugal,18030.225
2018,oil_petroleum_imports,Portugal,16522.59
2019,oil_petroleum_imports,Portugal,16110.788
2020,oil_petroleum_imports,Portugal,14395.298
total,oil_petroleum_imports,Portugal,160055.901
2011,oil_petroleum_imports,Romania,8005.0
2012,oil_petroleum_imports,Romania,7971.0
2013,oil_petroleum_imports,Romania,7808.0
2014,oil_petroleum_imports,Romania,9289.0
2015,oil_petroleum_imports,Romania,9718.0
2016,oil_petroleum_imports,Romania,10510.0
2017,oil_petroleum_imports,Romania,11176.063
2018,oil_petroleum_imports,Romania,11715.066
2019,oil_petroleum_imports,Romania,12205.905
2020,oil_petroleum_imports,Romania,10859.059
total,oil_petroleum_imports,Romania,99257.093
2011,oil_petroleum_imports,Slovenia,3270.0
2012,oil_petroleum_imports,Slovenia,3438.0
2013,oil_petroleum_imports,Slovenia,3260.0
2014,oil_petroleum_imports,Slovenia,3707.0
2015,oil_petroleum_imports,Slovenia,4035.0
2016,oil_petroleum_imports,Slovenia,4548.0
2017,oil_petroleum_imports,Slovenia,4719.512
2018,oil_petroleum_imports,Slovenia,4751.938
2019,oil_petroleum_imports,Slovenia,4881.791
2020,oil_petroleum_imports,Slovenia,4028.87
total,oil_petroleum_imports,Slovenia,40640.111
2011,oil_petroleum_imports,Slovakia,7320.0
2012,oil_petroleum_imports,Slovakia,6640.0
2013,oil_petroleum_imports,Slovakia,7243.0
2014,oil_petroleum_imports,Slovakia,6593.0
2015,oil_petroleum_imports,Slovakia,7562.0
2016,oil_petroleum_imports,Slovakia,7551.0
2017,oil_petroleum_imports,Slovakia,7563.0
2018,oil_petroleum_imports,Slovakia,7384.0
2019,oil_petroleum_imports,Slovakia,7004.0
2020,oil_petroleum_imports,Slovakia,7287.0
total,oil_petroleum_imports,Slovakia,72147.0
2011,oil_petroleum_imports,Finland,17122.0
2012,oil_petroleum_imports,Finland,16445.0
2013,oil_petroleum_imports,Finland,18094.0
2014,oil_petroleum_imports,Finland,17681.0
2015,oil_petroleum_imports,Finland,16179.0
2016,oil_petroleum_imports,Finland,18083.0
2017,oil_petroleum_imports,Finland,17576.0
2018,oil_petroleum_imports,Finland,17547.0
2019,oil_petroleum_imports,Finland,17695.0
2020,oil_petroleum_imports,Finland,16819.0
total,oil_petroleum_imports,Finland,173241.0
2011,oil_petroleum_imports,Sweden,27114.0
2012,oil_petroleum_imports,Sweden,27494.0
2013,oil_petroleum_imports,Sweden,23945.0
2014,oil_petroleum_imports,Sweden,26583.0
2015,oil_petroleum_imports,Sweden,27920.0
2016,oil_petroleum_imports,Sweden,30452.0
2017,oil_petroleum_imports,Sweden,29089.0
2018,oil_petroleum_imports,Sweden,29092.0
2019,oil_petroleum_imports,Sweden,24815.624
2020,oil_petroleum_imports,Sweden,27010.199
total,oil_petroleum_imports,Sweden,273514.823
2011,oil_petroleum_imports,Iceland,695.0
2012,oil_petroleum_imports,Iceland,688.0
2013,oil_petroleum_imports,Iceland,705.0
2014,oil_petroleum_imports,Iceland,746.0
2015,oil_petroleum_imports,Iceland,836.0
2016,oil_petroleum_imports,Iceland,928.515
2017,oil_petroleum_imports,Iceland,963.198
2018,oil_petroleum_imports,Iceland,1110.614
2019,oil_petroleum_imports,Iceland,880.878
2020,oil_petroleum_imports,Iceland,624.505
total,oil_petroleum_imports,Iceland,8177.71
2014,oil_petroleum_imports,Liechtenstein,0.0
2015,oil_petroleum_imports,Liechtenstein,0.0
2016,oil_petroleum_imports,Liechtenstein,0.0
2017,oil_petroleum_imports,Liechtenstein,32.0
2018,oil_petroleum_imports,Liechtenstein,0.0
2019,oil_petroleum_imports,Liechtenstein,32.0
2020,oil_petroleum_imports,Liechtenstein,30.0
total,oil_petroleum_imports,Liechtenstein,94.0
2011,oil_petroleum_imports,Norway,5588.0
2012,oil_petroleum_imports,Norway,5824.0
2013,oil_petroleum_imports,Norway,6778.0
2014,oil_petroleum_imports,Norway,5515.0
2015,oil_petroleum_imports,Norway,6497.0
2016,oil_petroleum_imports,Norway,6250.0
2017,oil_petroleum_imports,Norway,7835.0
2018,oil_petroleum_imports,Norway,9032.171
2019,oil_petroleum_imports,Norway,9107.795
2020,oil_petroleum_imports,Norway,9054.238
total,oil_petroleum_imports,Norway,71481.204
2011,oil_petroleum_imports,United Kingdom,80624.0
2012,oil_petroleum_imports,United Kingdom,86629.0
2013,oil_petroleum_imports,United Kingdom,87009.0
2014,oil_petroleum_imports,United Kingdom,83039.0
2015,oil_petroleum_imports,United Kingdom,82833.528
2016,oil_petroleum_imports,United Kingdom,83927.278
2017,oil_petroleum_imports,United Kingdom,87745.83
2018,oil_petroleum_imports,United Kingdom,87924.631
2019,oil_petroleum_imports,United Kingdom,85632.096
total,oil_petroleum_imports,United Kingdom,765364.363
2011,oil_petroleum_imports,Montenegro,316.0
2012,oil_petroleum_imports,Montenegro,294.0
2013,oil_petroleum_imports,Montenegro,286.0
2014,oil_petroleum_imports,Montenegro,294.0
2015,oil_petroleum_imports,Montenegro,302.0
2016,oil_petroleum_imports,Montenegro,357.0
2017,oil_petroleum_imports,Montenegro,402.6
2018,oil_petroleum_imports,Montenegro,420.3
2019,oil_petroleum_imports,Montenegro,425.5
2020,oil_petroleum_imports,Montenegro,324.6
total,oil_petroleum_imports,Montenegro,3422.0
2011,oil_petroleum_imports,North Macedonia,1331.0
2012,oil_petroleum_imports,North Macedonia,1252.0
2013,oil_petroleum_imports,North Macedonia,1063.0
2014,oil_petroleum_imports,North Macedonia,1099.0
2015,oil_petroleum_imports,North Macedonia,1142.0
2016,oil_petroleum_imports,North Macedonia,1212.916
2017,oil_petroleum_imports,North Macedonia,1117.123
2018,oil_petroleum_imports,North Macedonia,1095.695
2019,oil_petroleum_imports,North Macedonia,1251.111
2020,oil_petroleum_imports,North Macedonia,1149.499
total,oil_petroleum_imports,North Macedonia,11713.344
2011,oil_petroleum_imports,Albania,1170.0
2012,oil_petroleum_imports,Albania,982.0
2013,oil_petroleum_imports,Albania,1498.0
2014,oil_petroleum_imports,Albania,1485.0
2015,oil_petroleum_imports,Albania,1193.0
2016,oil_petroleum_imports,Albania,1208.0
2017,oil_petroleum_imports,Albania,1142.24
2018,oil_petroleum_imports,Albania,1075.33
2019,oil_petroleum_imports,Albania,1130.388
2020,oil_petroleum_imports,Albania,1103.694
total,oil_petroleum_imports,Albania,11987.652
2011,oil_petroleum_imports,Serbia,2951.0
2012,oil_petroleum_imports,Serbia,2423.0
2013,oil_petroleum_imports,Serbia,2535.0
2014,oil_petroleum_imports,Serbia,2620.0
2015,oil_petroleum_imports,Serbia,2889.0
2016,oil_petroleum_imports,Serbia,3357.0
2017,oil_petroleum_imports,Serbia,3581.823
2018,oil_petroleum_imports,Serbia,3695.747
2019,oil_petroleum_imports,Serbia,3597.091
2020,oil_petroleum_imports,Serbia,3532.23
total,oil_petroleum_imports,Serbia,31181.891
2011,oil_petroleum_imports,Turkey,36081.0
2012,oil_petroleum_imports,Turkey,39804.0
2013,oil_petroleum_imports,Turkey,40074.0
2014,oil_petroleum_imports,Turkey,39925.0
2015,oil_petroleum_imports,Turkey,48475.0
2016,oil_petroleum_imports,Turkey,49736.0
2017,oil_petroleum_imports,Turkey,52304.0
2018,oil_petroleum_imports,Turkey,48573.0
2019,oil_petroleum_imports,Turkey,52010.0
2020,oil_petroleum_imports,Turkey,47592.314
total,oil_petroleum_imports,Turkey,454574.314
2014,oil_petroleum_imports,Bosnia and Herzegovina,1691.0
2015,oil_petroleum_imports,Bosnia and Herzegovina,1807.0
2016,oil_petroleum_imports,Bosnia and Herzegovina,1999.0
2017,oil_petroleum_imports,Bosnia and Herzegovina,1946.0
2018,oil_petroleum_imports,Bosnia and Herzegovina,1825.219
2019,oil_petroleum_imports,Bosnia and Herzegovina,1553.437
2020,oil_petroleum_imports,Bosnia and Herzegovina,1520.592
total,oil_petroleum_imports,Bosnia and Herzegovina,12342.248
2011,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),637.0
2012,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),587.0
2013,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),599.0
2014,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),558.0
2015,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),704.0
2016,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),683.0
2017,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),759.711
2018,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),763.946
2019,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),800.672
2020,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),774.81
total,oil_petroleum_imports,Kosovo (under United Nations Security Council Resolution 1244/99),6867.139
2011,oil_petroleum_imports,Moldova,803.0
2012,oil_petroleum_imports,Moldova,745.0
2013,oil_petroleum_imports,Moldova,790.0
2014,oil_petroleum_imports,Moldova,781.0
2015,oil_petroleum_imports,Moldova,831.0
2016,oil_petroleum_imports,Moldova,899.0
2017,oil_petroleum_imports,Moldova,937.0
2018,oil_petroleum_imports,Moldova,1014.7
2019,oil_petroleum_imports,Moldova,1014.6
2020,oil_petroleum_imports,Moldova,958.3
total,oil_petroleum_imports,Moldova,8773.6
2011,oil_petroleum_imports,Ukraine,13350.0
2012,oil_petroleum_imports,Ukraine,9796.0
2013,oil_petroleum_imports,Ukraine,7910.0
2014,oil_petroleum_imports,Ukraine,8111.0
2015,oil_petroleum_imports,Ukraine,7976.0
2016,oil_petroleum_imports,Ukraine,9461.0
2017,oil_petroleum_imports,Ukraine,10625.0
2018,oil_petroleum_imports,Ukraine,11310.75
2019,oil_petroleum_imports,Ukraine,11501.9
2020,oil_petroleum_imports,Ukraine,11716.2
total,oil_petroleum_imports,Ukraine,101757.85
2013,oil_petroleum_imports,Georgia,1064.0
2014,oil_petroleum_imports,Georgia,1130.0
2015,oil_petroleum_imports,Georgia,1479.0
2016,oil_petroleum_imports,Georgia,1550.0
2017,oil_petroleum_imports,Georgia,1590.2
2018,oil_petroleum_imports,Georgia,1453.38
2019,oil_petroleum_imports,Georgia,1433.488
2020,oil_petroleum_imports,Georgia,1354.653
total,oil_petroleum_imports,Georgia,11054.721
2011,gas_imports,Belgium,21840.0
2012,gas_imports,Belgium,18922.0
2013,gas_imports,Belgium,19155.0
2014,gas_imports,Belgium,16845.8
2015,gas_imports,Belgium,18766.1
2016,gas_imports,Belgium,18232.8
2017,gas_imports,Belgium,17865.9
2018,gas_imports,Belgium,19799.8
2019,gas_imports,Belgium,23227.3
2020,gas_imports,Belgium,21665.7
total,gas_imports,Belgium,196320.4
2011,gas_imports,Bulgaria,2764.0
2012,gas_imports,Bulgaria,2485.0
2013,gas_imports,Bulgaria,2698.0
2014,gas_imports,Bulgaria,2683.0
2015,gas_imports,Bulgaria,3010.0
2016,gas_imports,Bulgaria,3094.0
2017,gas_imports,Bulgaria,3268.781
2018,gas_imports,Bulgaria,3115.07
2019,gas_imports,Bulgaria,2949.968
2020,gas_imports,Bulgaria,2925.938
total,gas_imports,Bulgaria,28993.757
2011,gas_imports,Czechia,9321.0
2012,gas_imports,Czechia,7471.0
2013,gas_imports,Czechia,8468.0
2014,gas_imports,Czechia,7249.0
2015,gas_imports,Czechia,7474.0
2016,gas_imports,Czechia,8123.0
2017,gas_imports,Czechia,8889.0
2018,gas_imports,Czechia,8007.991
2019,gas_imports,Czechia,9533.193
2020,gas_imports,Czechia,7589.967
total,gas_imports,Czechia,82126.151
2011,gas_imports,Denmark,841.0
2012,gas_imports,Denmark,918.0
2013,gas_imports,Denmark,1363.0
2014,gas_imports,Denmark,624.999
2015,gas_imports,Denmark,661.672
2016,gas_imports,Denmark,683.855
2017,gas_imports,Denmark,520.291
2018,gas_imports,Denmark,389.005
2019,gas_imports,Denmark,1138.958
2020,gas_imports,Denmark,2666.482
total,gas_imports,Denmark,9807.262
2011,gas_imports,Germany (until 1990 former territory of the FRG),89645.0
2012,gas_imports,Germany (until 1990 former territory of the FRG),88401.0
2013,gas_imports,Germany (until 1990 former territory of the FRG),97777.0
2014,gas_imports,Germany (until 1990 former territory of the FRG),89896.0
2015,gas_imports,Germany (until 1990 former territory of the FRG),102517.0
2016,gas_imports,Germany (until 1990 former territory of the FRG),97379.0
2017,gas_imports,Germany (until 1990 former territory of the FRG),118694.443
2018,gas_imports,Germany (until 1990 former territory of the FRG),88347.545
2019,gas_imports,Germany (until 1990 former territory of the FRG),94786.76
2020,gas_imports,Germany (until 1990 former territory of the FRG),80439.019
total,gas_imports,Germany (until 1990 former territory of the FRG),947882.767
2011,gas_imports,Estonia,632.0
2012,gas_imports,Estonia,657.0
2013,gas_imports,Estonia,678.0
2014,gas_imports,Estonia,530.0
2015,gas_imports,Estonia,471.0
2016,gas_imports,Estonia,518.0
2017,gas_imports,Estonia,510.0
2018,gas_imports,Estonia,524.0
2019,gas_imports,Estonia,485.7
2020,gas_imports,Estonia,447.0
total,gas_imports,Estonia,5452.7
2011,gas_imports,Ireland,4631.781
2012,gas_imports,Ireland,4521.807
2013,gas_imports,Ireland,4371.0
2014,gas_imports,Ireland,4245.621
2015,gas_imports,Ireland,4234.0
2016,gas_imports,Ireland,2004.0
2017,gas_imports,Ireland,1652.587
2018,gas_imports,Ireland,2040.651
2019,gas_imports,Ireland,2852.223
2020,gas_imports,Ireland,3437.0
total,gas_imports,Ireland,33990.67
2011,gas_imports,Greece,4759.0
2012,gas_imports,Greece,4377.0
2013,gas_imports,Greece,3864.0
2014,gas_imports,Greece,2931.0
2015,gas_imports,Greece,3162.0
2016,gas_imports,Greece,4067.0
2017,gas_imports,Greece,4975.095
2018,gas_imports,Greece,4902.13
2019,gas_imports,Greece,5221.617
2020,gas_imports,Greece,5902.732
total,gas_imports,Greece,44161.574
2011,gas_imports,Spain,35489.0
2012,gas_imports,Spain,35062.0
2013,gas_imports,Spain,35489.0
2014,gas_imports,Spain,36384.0
2015,gas_imports,Spain,32391.0
2016,gas_imports,Spain,32405.0
2017,gas_imports,Spain,34626.0
2018,gas_imports,Spain,34817.0
2019,gas_imports,Spain,37209.0
2020,gas_imports,Spain,32485.0
total,gas_imports,Spain,346357.0
2011,gas_imports,France,50036.882
2012,gas_imports,France,48060.439
2013,gas_imports,France,48205.567
2014,gas_imports,France,45436.533
2015,gas_imports,France,44487.899
2016,gas_imports,France,46536.484
2017,gas_imports,France,48638.995
2018,gas_imports,France,49442.32
2019,gas_imports,France,54948.085
2020,gas_imports,France,46321.129
total,gas_imports,France,482114.333
2011,gas_imports,Croatia,876.0
2012,gas_imports,Croatia,1358.0
2013,gas_imports,Croatia,1270.0
2014,gas_imports,Croatia,1133.0
2015,gas_imports,Croatia,1050.0
2016,gas_imports,Croatia,1265.0
2017,gas_imports,Croatia,1818.3
2018,gas_imports,Croatia,1589.2
2019,gas_imports,Croatia,2003.4
2020,gas_imports,Croatia,2143.7
total,gas_imports,Croatia,14506.6
2011,gas_imports,Italy,70369.0
2012,gas_imports,Italy,67725.0
2013,gas_imports,Italy,61966.0
2014,gas_imports,Italy,55757.0
2015,gas_imports,Italy,61266.0
2016,gas_imports,Italy,65284.0
2017,gas_imports,Italy,69650.038
2018,gas_imports,Italy,67872.446
2019,gas_imports,Italy,71065.255
2020,gas_imports,Italy,66392.83
total,gas_imports,Italy,657347.569
2011,gas_imports,Cyprus,0.0
2012,gas_imports,Cyprus,0.0
2013,gas_imports,Cyprus,0.0
2014,gas_imports,Cyprus,0.0
2015,gas_imports,Cyprus,0.0
2016,gas_imports,Cyprus,0.0
2017,gas_imports,Cyprus,0.0
2018,gas_imports,Cyprus,0.0
2019,gas_imports,Cyprus,0.0
2020,gas_imports,Cyprus,0.0
total,gas_imports,Cyprus,0.0
2011,gas_imports,Latvia,1755.0
2012,gas_imports,Latvia,1716.0
2013,gas_imports,Latvia,1698.0
2014,gas_imports,Latvia,947.0
2015,gas_imports,Latvia,1306.0
2016,gas_imports,Latvia,1132.0
2017,gas_imports,Latvia,1242.66
2018,gas_imports,Latvia,1414.807
2019,gas_imports,Latvia,1353.952
2020,gas_imports,Latvia,1114.949
total,gas_imports,Latvia,13680.368
2011,gas_imports,Lithuania,3349.0
2012,gas_imports,Lithuania,3263.0
2013,gas_imports,Lithuania,2661.0
2014,gas_imports,Lithuania,2640.0
2015,gas_imports,Lithuania,2588.0
2016,gas_imports,Lithuania,2258.0
2017,gas_imports,Lithuania,2501.0
2018,gas_imports,Lithuania,2295.0
2019,gas_imports,Lithuania,2749.0
2020,gas_imports,Lithuania,2862.1
total,gas_imports,Lithuania,27166.1
2011,gas_imports,Luxembourg,1182.713
2012,gas_imports,Luxembourg,1209.871
2013,gas_imports,Luxembourg,1030.15
2014,gas_imports,Luxembourg,972.772
2015,gas_imports,Luxembourg,874.777
2016,gas_imports,Luxembourg,803.881
2017,gas_imports,Luxembourg,784.763
2018,gas_imports,Luxembourg,778.526
2019,gas_imports,Luxembourg,779.366
2020,gas_imports,Luxembourg,703.545
total,gas_imports,Luxembourg,9120.364
2011,gas_imports,Hungary,8019.0
2012,gas_imports,Hungary,8173.0
2013,gas_imports,Hungary,8176.0
2014,gas_imports,Hungary,8942.0
2015,gas_imports,Hungary,6790.0
2016,gas_imports,Hungary,8619.0
2017,gas_imports,Hungary,13367.0
2018,gas_imports,Hungary,12746.0
2019,gas_imports,Hungary,18647.0
2020,gas_imports,Hungary,12193.0
total,gas_imports,Hungary,105672.0
2011,gas_imports,Malta,0.0
2012,gas_imports,Malta,0.0
2013,gas_imports,Malta,0.0
2014,gas_imports,Malta,0.0
2015,gas_imports,Malta,0.0
2016,gas_imports,Malta,0.0
2017,gas_imports,Malta,301.825
2018,gas_imports,Malta,378.707
2019,gas_imports,Malta,379.422
2020,gas_imports,Malta,364.182
total,gas_imports,Malta,1424.136
2011,gas_imports,Netherlands,23979.0
2012,gas_imports,Netherlands,28042.0
2013,gas_imports,Netherlands,30432.0
2014,gas_imports,Netherlands,31151.0
2015,gas_imports,Netherlands,40687.738
2016,gas_imports,Netherlands,45901.02
2017,gas_imports,Netherlands,54235.158
2018,gas_imports,Netherlands,60893.798
2019,gas_imports,Netherlands,59287.722
2020,gas_imports,Netherlands,59800.177
total,gas_imports,Netherlands,434409.613
2011,gas_imports,Austria,13381.378
2012,gas_imports,Austria,14171.632
2013,gas_imports,Austria,10379.164
2014,gas_imports,Austria,10119.522
2015,gas_imports,Austria,11890.337
2016,gas_imports,Austria,14434.033
2017,gas_imports,Austria,13923.121
2018,gas_imports,Austria,13055.236
2019,gas_imports,Austria,14191.254
2020,gas_imports,Austria,16455.858
total,gas_imports,Austria,132001.535
2011,gas_imports,Poland,11790.0
2012,gas_imports,Poland,12248.0
2013,gas_imports,Poland,12485.0
2014,gas_imports,Poland,11819.0
2015,gas_imports,Poland,12121.0
2016,gas_imports,Poland,14679.0
2017,gas_imports,Poland,15727.284
2018,gas_imports,Poland,15766.858
2019,gas_imports,Poland,17451.368
2020,gas_imports,Poland,17415.952
total,gas_imports,Poland,141503.462
2011,gas_imports,Portugal,5184.0
